Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.67299652,72.06199646,72.12999725,72.18199921,72.39199829,72.23500061,71.92299652,71.39499664,71.51000214,71.6740036,71.19100189,70.77899933,70.58799744,70.26399994,69.9980011,70.47000122,70.36000061,69.92299652,69.69499969,70.04499817,70.1190033,70.4509964,71.48500061,72.8030014,73.53299713,74.13200378,75.20200348,76.12599945
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.40599823,82.28299713,82.03600311,81.18599701,78.71099854,79.56099701,79.49700165,79.85199738,79.38300323,80.5510025,79.84799957,79,79.8219986,79.18199921,79.97599792,79.69499969,80.52100372,80.22899628,80.8030014,80.27799988,79.32299805,79.03900146,78.34799957,77.89499664,77.93800354,78.38200378,79.94499969,78.83599854
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.84400177,64.87999725,64.83999634,64.81700134,64.77200317,64.78900146,64.84899902,64.94499969,65.05599976,65.12999725,65.16500092,65.125,65.02400208,64.89099884,64.77799988,64.72899628,64.74900055,64.82700348,64.94599915,65.09100342,65.25,65.4240036,65.60700226,65.79100037,65.95600128,66.09899902,66.20500183,66.28800201
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.5890007,57.64599991,57.88100052,58.04800034,58.11299896,58.2480011,58.43099976,58.64300156,58.83800125,59.02299881,59.17900085,59.28499985,59.4659996,59.49700165,59.56200027,59.81600189,61.30199814,61.07899857,61.58599854,59.2140007,61.02399826,63.22800064,63.04999924,63.58800125,64.08200073,67.44200134,67.75800323,67.90000153
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.85199738,66.11599731,66.27500153,66.43000031,66.70300293,66.86499786,66.99700165,67.3809967,70.04699707,69.80899811,69.5510025,69.27700043,68.97699738,68.65499878,71.01999664,70.40200043,71.76399994,70.3730011,70.6230011,68.77600098,67.82099915,67.0059967,67.69499969,67.16500092,66.97100067,69.34700012,71.32299805,72.16200256
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.24599838,49.33399963,49.32600021,49.3769989,50.29999924,48.95199966,48.43799973,47.89300156,47.33200073,48.97999954,48.92200089,48.54299927,48.16400146,48.61999893,49.08100128,49.52999878,49.93899918,50.98500061,50.93500137,51.56600189,52.04000092,51.95500183,52.44300079,53.14699936,53.29199982,51.50699997,51.11700058,51.05400085
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.01800156,63.18299866,63.42499924,64.42199707,65.32299805,64.56800079,63.07899857,62.89400101,64.9469986,64.72399902,64.20400238,63.68199921,63.13899994,64.80000305,63.39799881,63.93999863,64.49299622,65.09300232,65.00499725,64.90399933,63.37799835,63.16400146,63.80400085,64.36199951,63.13700104,62.32500076,63.20100021,64.77899933
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.79199982,60.79700089,60.80799866,60.82600021,60.83599854,60.8219986,60.47200012,60.21900177,60.1269989,60.22600174,60.49000168,60.42100143,60.54700089,60.88100052,61.36999893,61.93099976,61.9280014,62.08200073,62.43099976,62.91999817,63.45600128,63.31800079,63.2820015,63.42499924,63.73400116,64.13200378,63.75400162,63.52600098
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.49900055,82.53500366,82.51699829,82.41500092,82.2539978,82.09100342,81.97000122,81.8219986,81.65899658,81.48000336,81.3010025,81.06600189,80.85800171,80.70500183,80.60700226,80.58599854,80.77999878,81.0059967,81.28600311,81.51999664,81.73699951,81.94499969,82.13400269,82.29299927,82.40499878,82.46099854,82.46600342,82.42099762
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.16600037,73.09500122,73.05500031,73.02200317,72.98200226,72.93900299,72.31900024,72.38400269,72.11699677,70.45200348,70.48300171,69.46499634,68.20500183,70.69300079,70.71299744,70.59100342,72.83999634,73.23300171,74.32900238,74.1740036,73.98899841,74.84400177,74.97599792,75.26999664,75.39900208,76.8010025,77.65699768,78.88200378
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.72900009,50.95500183,51.16400146,51.3390007,51.46099854,51.49900055,51.45000076,51.3769989,51.2859993,51.19300079,51.125,51.13899994,51.14300156,51.16799927,51.22200012,51.29499817,51.36299896,51.4980011,51.71099854,51.9640007,52.23799896,52.61899948,53.01300049,53.4090004,53.83499908,54.25600052,54.67499924,55.07500076
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.06900024,79.06900024,79.06900024,79.04000092,79.02100372,79.49299622,79.94799805,80.3809967,80.7990036,81.21199799,81.625,82.04599762,82.46700287,82.8809967,83.28199768,83.66400146,83.57499695,83.47200012,83.35399628,83.22499847,83.09100342,82.97000122,82.85199738,82.73799896,82.61000061,82.48100281,82.38700104,82.28199768
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.15100098,61.32899857,61.11000061,61.04299927,60.84000015,60.74499893,60.52700043,60.03300095,59.54600143,59.0890007,58.67599869,58.57500076,58.54199982,58.54999924,58.56100082,58.55500031,59.52899933,60.46500015,61.36800003,62.26499939,63.18799973,64.20700073,63.43799973,62.60400009,61.68099976,61.04999924,60.39799881,60.2840004
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.11699677,75.73000336,74.31400299,73.52100372,72.76300049,71.91500092,71.45500183,72.59799957,72.86100006,73.89900208,74.19799805,74.63700104,74.94100189,74.72399902,74.44100189,74.50499725,75.08599854,75.42199707,75.83300018,74.76899719,74.33899689,74.67299652,74.96199799,74.91100311,75.20700073,75.63300323,75.77899933,76.63500214
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.0019989,66.68399811,66.9980011,67.1309967,67.22000122,67.43499756,68.09300232,67.90200043,68.14800262,68.66500092,68.7480011,68.5,68.86199951,69.77500153,69.74099731,69.87400055,69.79000092,69.87000275,69.97699738,70.29299927,70.33999634,70.2009964,70.73600006,71.16699982,71.09799957,71.35299683,71.50099945,71.61199951
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.97200012,62.22399902,62.47299957,62.7159996,62.85100174,62.88999939,63.05699921,63.07400131,62.95999908,62.7159996,62.37400055,62.00099945,61.61100006,61.1269989,60.74200058,60.49599838,60.43000031,60.41999817,60.64199829,60.74700165,60.74599838,60.8429985,60.90299988,60.81700134,60.68700027,60.54199982,60.39500046,60.23400116
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.26100159,48.08499908,48.04499817,47.95800018,47.90100098,47.85400009,47.86000061,47.86899948,47.92699814,48.14899826,48.30599976,48.39199829,48.54800034,48.72399902,48.9659996,49.23199844,49.625,49.98600006,50.51599884,51.05199814,51.53499985,51.85800171,52.23500061,52.63899994,53.08200073,53.54600143,53.82699966,54.09600067
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,57.99300003,58.1570015,58.19400024,58.13600159,58.18700027,58.22499847,58.2120018,58.20100021,58.20800018,58.25,58.33599854,58.5340004,58.74300003,58.95899963,59.17599869,59.39400101,59.625,59.84999847,60.06200027,60.25500107,60.4280014,60.59000015,60.72900009,60.67699814,60.6570015,60.61999893,60.61800003,60.59000015
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.95800018,69.28399658,69.63999939,70.01599884,70.38600159,70.25900269,69.86199951,69.47299957,69.29100037,69.11399841,66.1969986,68.78800201,66.81199646,68.36499786,66.94300079,66.88200378,67.19799805,67.55999756,67.95300293,68.36799622,70.02600098,71.66300201,72.59799957,71.94000244,72.35800171,73.59999847,72.54100037,72.75900269
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.14900208,72.08300018,71.46399689,70.77200317,71.14700317,70.80599976,70.6740036,71.02799988,71.16600037,71.59100342,71.5530014,71.76300049,72.05899811,72.63800049,72.66400146,74.03099823,74.94200134,75.6780014,75.94100189,76.36499786,76.72399902,77.43099976,77.35800171,77.72399902,77.77500153,77.68699646,77.95600128,78.23699951
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.84500122,75.80899811,75.77400208,75.73100281,75.69499969,75.65200043,75.63899994,75.62400055,75.59700012,75.55999756,75.51799774,74.93699646,74.35600281,73.78099823,73.21600342,72.66200256,72.1230011,71.80699921,71.47299957,71.1210022,70.75299835,70.40599823,70.04100037,69.66000366,69.26899719,68.86799622,68.97200012,69.04100037
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.17200089,58.74200058,59.58000183,59.625,60.47299957,61.24300003,62.21500015,62.35200119,63.80699921,64.64099884,64.89600372,64.01000214,64.77300262,65.4469986,66.88200378,66.77700043,67.21099854,67.17700195,67.23300171,67.89800262,68.26499939,67.85500336,68.09500122,68.11399841,67.93800354,68.31700134,68.57299805,68.56999969
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.44799805,74.55400085,74.60700226,74.62799835,74.55400085,74.42500305,74.30400085,74.16400146,73.92199707,73.78299713,73.57099915,73.42299652,73.23999786,73.07299805,72.8789978,72.65799713,72.43599701,72.16200256,71.94599915,71.81700134,71.61799622,71.5,71.53399658,71.46399689,71.39800262,71.34500122,71.29199982,71.21800232
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.63800049,63.63600159,63.64400101,63.62200165,63.62400055,63.68199921,63.68700027,63.76499939,63.88299942,63.97299957,64.05200195,64.17199707,64.32900238,64.4509964,64.60700226,64.41200256,64.22000122,64.00900269,63.78499985,63.55699921,63.33399963,63.1269989,68.15499878,63.19100189,63.67900085,63.4109993,64.12000275,64.34799957
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.59799957,67.62400055,67.62999725,67.60600281,67.57099915,67.4960022,67.45700073,67.39099884,67.31900024,67.23300171,67.15200043,67.09799957,67.02100372,66.97399902,66.91400146,66.84700012,66.80899811,66.73000336,66.66999817,66.66200256,66.59899902,66.54499817,66.48000336,66.43199921,66.38700104,66.34999847,66.29399872,66.23699951
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.88300323,73.81500244,73.76100159,73.69799805,73.61799622,73.51300049,73.3730011,73.22100067,73.19100189,73.05000305,72.90599823,72.86699677,72.84400177,72.81500244,72.77600098,72.73400116,72.72499847,72.72699738,72.7460022,72.78700256,72.84500122,72.93199921,73.06600189,73.18499756,73.31400299,73.41899872,73.53199768,73.63700104
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.86299896,62.08399963,62.30099869,62.48699951,61.99100113,61.47399902,61.11500168,60.80400085,60.5340004,60.2820015,60.01499939,59.60400009,59.13299942,59,58.96099854,58.79800034,59.00600052,59.19900131,59.20800018,59.20999908,59.22600174,59.43199921,59.7140007,60.0359993,60.33499908,60.58100128,60.79299927,60.97000122
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.83899689,67.60600281,67.33000183,67.0039978,66.6230011,66.18399811,65.73600006,65.23500061,64.71299744,64.22100067,63.78900146,63.90499878,64.08699799,64.3219986,64.59300232,64.88500214,65.15599823,65.4469986,65.71700287,66.02899933,66.23899841,66.59300232,66.92500305,67.27700043,67.59799957,67.87999725,68.16699982,68.43599701
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.52200317,67.62400055,67.79599762,67.99299622,67.98600006,68.15399933,68.31700134,68.54699707,68.73500061,68.78399658,67.85600281,66.8769989,66.53800201,66.19999695,65.85700226,65.5039978,63.93500137,62.92599869,63.67200089,64.65399933,66.00900269,63.77999878,63.05599976,65.85299683,67.49099731,67.53500366,67.03600311,67.32900238
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.86000061,70.21800232,69.56400299,69.17700195,69.18199921,69.45200348,69.31999969,69.31500244,69.4489975,69.55599976,69.68900299,69.875,70.4980011,70.28600311,70.33999634,70.12799835,70.05999756,70.15699768,69.63999939,69.52400208,68.35399628,69.09799957,69.73300171,70.82900238,70.90299988,71.35700226,71.58999634,71.94100189
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.6190033,64.60800171,64.52600098,62.0340004,60.04999924,59.08000183,57.90200043,57.09700012,58.00500107,59.16699982,59.46500015,59.38499832,59.42100143,60.4280014,60.13000107,61.1780014,61.75400162,61.51699829,61.14300156,61.15999985,61.81999969,62.28699875,63.49100113,64.32900238,66.60600281,68.37400055,69.95200348,71.08200073
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.53700256,81.65000153,82.6780014,82.39099884,82.8259964,85.66899872,84.23799896,83.40899658,85.17099762,86.58399963,88.37200165,88.29799652,86.8769989,86.68599701,86.29299927,85.67900085,86.6740036,86.70400238,85.75499725,84.10099792,84.36100006,84.15699768,84.51699829,85.55899811,87.02400208,88.08799744,89.08699799,88.34899902
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.45199966,60.42399979,60.42599869,60.45999908,60.52999878,60.38600159,60.23199844,60.07400131,59.91600037,59.76399994,59.6230011,59.8390007,60.06399918,60.29800034,60.54000092,60.79000092,59.83200073,58.90299988,58,57.11800003,56.25500107,55.29600143,54.36700058,54.40499878,54.42699814,54.42300034,54.37599945,54.30699921
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.73000336,65.71800232,66.69599915,66.90799713,67.12000275,67.33499908,67.55799866,67.78500366,68.74900055,69.62000275,69.04699707,68.26399994,67.16600037,66.61199951,66.84799957,65.86799622,65.98000336,68.10600281,68.42500305,68.38400269,68.9260025,69.22399902,69.81700134,69.21099854,69.00099945,68.68699646,68.41799927,69.23200226
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.02299881,46.46699905,46.0340004,45.56499863,45.05699921,44.50699997,43.91699982,44.14699936,44.43999863,44.82600021,45.32099915,45.94900131,46.64400101,47.40399933,48.22399902,49.10800171,48.10599899,47.17499924,45.00999832,45.54100037,45.02799988,44.64599991,44.29899979,43.97299957,43.65200043,44.92300034,46.63899994,46.67599869
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.48799896,43.4980011,43.38000107,43.47299957,43.54700089,43.58800125,43.7140007,43.7480011,43.80599976,43.86600113,43.92699814,43.98699951,44.04299927,44.0890007,44.12599945,44.15299988,44.17900085,44.20000076,44.2140007,44.21099854,44.18899918,44.17699814,44.15499878,44.06600189,44.29600143,44.33000183,44.04600143,44.38199997
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.7990036,64.98600006,63.20500183,63.9109993,64.61599731,64.63400269,65.38200378,66.09600067,68.33599854,70.0510025,70.9980011,70.84799957,70.90499878,71.14499664,71.50800323,73.81999969,74.68900299,75.33100128,74.7009964,73.0719986,71.83000183,71.40899658,71.42099762,72.15299988,72.21299744,72.40799713,72.95600128,72.91999817
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.68399811,66.15100098,66.77700043,68.34899902,69.36599731,69.69400024,69.0759964,68.71700287,68.38899994,68.91600037,69.59200287,69.43000031,68.55200195,68.92900085,69.48200226,69.84799957,70.39700317,71.07800293,71.04100037,70.99900055,71.33699799,71.07299805,71.64900208,71.80400085,72.3769989,72.42700195,72.40000153,72.45400238
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.46300125,60.81000137,58.95899963,58.57500076,58.19499969,57.93199921,58.25400162,58.45199966,59.04700089,59.52399826,59.83800125,60.26200104,61.0379982,61.79600143,62.96500015,62.5,62.56100082,62.32600021,62.80599976,62.1629982,61.99100113,62.10499954,63.49599838,63.29700089,63.84600067,63.9469986,64.84200287,65.33699799
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.63500214,73.03800201,73.51899719,73.97799683,74.37799835,73.86499786,73.31700134,72.61399841,71.75,71.60800171,71.42299652,71.20600128,70.94799805,70.65000153,70.48899841,70.36799622,70.22699738,70.09200287,69.95400238,69.81099701,69.66899872,69.55799866,69.43900299,70.16200256,70.33399963,70.43099976,71.66699982,72.11499786
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.0759964,70.7460022,71.30899811,71.50299835,71.55599976,71.6740036,72.16500092,72.72100067,72.76100159,72.55000305,72.54599762,72.6760025,72.4489975,72.5059967,72.40299988,72.68900299,72.95200348,73.50900269,73.7480011,73.97899628,74.16699982,74.05200195,74.21399689,75.09200287,75.69100189,76.13999939,77.01399994,77.7519989
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.10900116,42.73699951,42.71900177,43.28900146,43.7879982,44.15200043,44.2140007,44.13800049,44.02899933,43.9129982,43.80799866,43.79399872,43.33499908,42.77500153,42.80799866,42.80699921,42.64699936,44.13399887,43.92399979,44.81900024,44.06800079,43.42100143,42.4980011,41.56800079,41.57600021,41.61000061,41.65800095,41.68399811
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.49500275,76.73999786,76.93399811,77.21700287,77.52500153,77.65699768,77.54199982,77.31800079,77.14199829,76.94000244,76.69799805,76.49500275,76.42500305,76.44200134,76.08399963,76.34300232,76.51200104,76.66500092,76.84300232,76.39499664,76.66300201,76.8030014,77.02400208,77.26799774,77.56600189,77.6210022,77.87200165,78.03700256
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.50700378,73.4260025,73.34700012,73.26000214,73.16899872,73.08399963,72.96499634,72.89099884,72.8239975,72.77200317,71.65100098,70.45700073,69.1989975,67.89199829,66.56099701,65.21700287,65.45800018,65.76000214,66.11100006,66.38999939,66.55400085,66.70400238,66.78500366,66.80500031,66.81300354,66.8259964,66.83399963,66.85500336
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.59400177,85.78500366,86.04799652,86.33599854,86.52100372,86.58899689,86.6309967,86.59600067,86.44499969,86.37999725,86.29799652,86.26599884,86.2460022,86.26300049,86.27500153,86.26899719,86.26699829,86.22799683,86.22599792,86.27600098,86.26000214,86.29599762,86.43900299,86.47399902,86.46399689,86.40299988,86.29100037,86.10700226
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.56999969,62.95399857,63.12599945,63.18600082,64.01100159,64.5039978,64.94499969,65.49099731,63.79299927,63.72000122,64.28199768,64.51899719,65.23699951,65.11799622,65.9280014,66.02899933,66.00900269,65.96700287,65.60099792,64.97599792,65.33999634,65.66899872,65.93399811,66.16999817,67.45200348,67.97499847,68.3789978,68.91600037
